,tweet_body,tweet_time,has_train
476,"Sat, Sep 23, 2023 @ 5:50 PM 
Southbound Train At College and Cherry
Estimated Arrivals:

Mountain: 5:52 PM | Mulberry: 5:55 PM
Laurel: 5:57 PM | Prospect: 5:59 PM
Drake: 6:01 PM | Horsetooth: 6:03 PM
Harmony: 6:05 PM https://t.co/42Uykt4M7X",Wed Jul 19 22:57:17 +0000 2017,1
477,"Sat, Sep 23, 2023 @ 5:22 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 5:23 PM
Lemay - 5:25 PM https://t.co/Ut4KcLwwRo",Sat Sep 23 23:50:49 +0000 2023,1
478,https://t.co/kPcqkX16N0,Wed Jul 19 22:57:17 +0000 2017,0
479,"Sat, Sep 23, 2023 @ 5:08 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 5:10 PM | Horsetooth - 5:13 PM
Drake - 5:16 PM | Prospect - 5:19 PM
Mulberry - 5:22 PM | College - 5:26 PM
N Lemay - 5:29 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/jEPyMdsti6",Sat Sep 23 23:22:23 +0000 2023,1
480,https://t.co/XxIKkqor5B,Wed Jul 19 22:57:17 +0000 2017,0
481,"Sat, Sep 23, 2023 @ 11:09 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 11:10 AM
Lemay - 11:12 AM https://t.co/1dy5t9GVSd",Sat Sep 23 23:22:25 +0000 2023,1
482,https://t.co/2UHddSebYY,Wed Jul 19 22:57:17 +0000 2017,0
483,"Sat, Sep 23, 2023 @ 1:38 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 1:40 AM | Horsetooth - 1:43 AM
Drake - 1:46 AM | Prospect - 1:49 AM
Mulberry - 1:52 AM | College - 1:56 AM
N Lemay - 1:59 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/u9FiA0JqHS",Sat Sep 23 23:08:27 +0000 2023,1
484,https://t.co/3wWBwT90RZ,Wed Jul 19 22:57:17 +0000 2017,0
485,"Fri, Sep 22, 2023 @ 9:11 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 9:12 PM
Lemay - 9:14 PM https://t.co/vlrEsk4QlM",Sat Sep 23 23:08:28 +0000 2023,1
486,https://t.co/lPhVARyv94,Wed Jul 19 22:57:17 +0000 2017,0
487,"Fri, Sep 22, 2023 @ 8:56 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 8:58 PM | Horsetooth - 9:01 PM
Drake - 9:04 PM | Prospect - 9:07 PM
Mulberry - 9:10 PM | College - 9:14 PM
N Lemay - 9:17 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/0CiRAkoze2",Sat Sep 23 17:09:50 +0000 2023,1
488,https://t.co/mNKZG99qaq,Wed Jul 19 22:57:17 +0000 2017,0
489,"Fri, Sep 22, 2023 @ 3:19 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 3:20 PM | W 57th St: 3:30 PM
W 29th St: 3:35 PM | W 1st St: 3:44 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/chcApPb8QI",Sat Sep 23 17:09:53 +0000 2023,1
490,https://t.co/Ec3MNfaOHe,Wed Jul 19 22:57:17 +0000 2017,0
491,"Fri, Sep 22, 2023 @ 3:03 PM 
Southbound Train At College and Cherry
Estimated Arrivals:

Mountain: 3:05 PM | Mulberry: 3:08 PM
Laurel: 3:10 PM | Prospect: 3:12 PM
Drake: 3:14 PM | Horsetooth: 3:16 PM
Harmony: 3:18 PM https://t.co/fsYoDM8vUC",Sat Sep 23 07:38:37 +0000 2023,1
492,https://t.co/xsJf4NE9Y4,Wed Jul 19 22:57:17 +0000 2017,0
493,"Fri, Sep 22, 2023 @ 2:09 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 2:10 PM
Lemay - 2:12 PM https://t.co/RmxwQdyBCZ",Sat Sep 23 07:38:38 +0000 2023,1
494,https://t.co/gdd3qhddyE,Wed Jul 19 22:57:17 +0000 2017,0
495,"Fri, Sep 22, 2023 @ 1:25 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 1:27 PM | Horsetooth - 1:30 PM
Drake - 1:33 PM | Prospect - 1:36 PM
Mulberry - 1:39 PM | College - 1:43 PM
N Lemay - 1:46 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/T0rOhs3xw6",Sat Sep 23 03:11:05 +0000 2023,1
496,https://t.co/rcHtc8Iee3,Wed Jul 19 22:57:17 +0000 2017,0
497,"Astros fans, um… “welcome” Adolis García to the plate for the first time https://t.co/kW6k7qQmET",Mon Oct 23 00:12:31 +0000 2023,0
498,"Fri, Sep 22, 2023 @ 1:25 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 1:27 PM | Horsetooth - 1:30 PM
Drake - 1:33 PM | Prospect - 1:36 PM
Mulberry - 1:39 PM | College - 1:43 PM
N Lemay - 1:46 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/T0rOhs3xw6",Wed Jul 19 22:57:17 +0000 2017,1
499,"Fri, Sep 22, 2023 @ 11:16 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 11:17 AM
Lemay - 11:19 AM https://t.co/i4ndkwM5X6",Fri Sep 22 19:25:09 +0000 2023,1
500,https://t.co/eD9fbGXxtI,Wed Jul 19 22:57:17 +0000 2017,0
501,"Fri, Sep 22, 2023 @ 10:52 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 10:54 AM | Horsetooth - 10:57 AM
Drake - 11:00 AM | Prospect - 11:03 AM
Mulberry - 11:06 AM | College - 11:10 AM
N Lemay - 11:13 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/U9MBONInQT",Fri Sep 22 17:16:19 +0000 2023,1
502,https://t.co/xXFppImtbl,Wed Jul 19 22:57:17 +0000 2017,0
503,"Fri, Sep 22, 2023 @ 9:16 AM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 9:17 AM | W 57th St: 9:27 AM
W 29th St: 9:32 AM | W 1st St: 9:41 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/SeSWBba1Nf",Fri Sep 22 17:16:21 +0000 2023,1
504,https://t.co/jqELEsnAeB,Wed Jul 19 22:57:17 +0000 2017,0
505,"Fri, Sep 22, 2023 @ 9:01 AM 
Southbound Train At College and Cherry
Estimated Arrivals:

Mountain: 9:03 AM | Mulberry: 9:06 AM
Laurel: 9:08 AM | Prospect: 9:10 AM
Drake: 9:12 AM | Horsetooth: 9:14 AM
Harmony: 9:16 AM https://t.co/VNIdQDYEMm",Fri Sep 22 16:52:49 +0000 2023,1
506,https://t.co/ka4L5rR4a3,Wed Jul 19 22:57:17 +0000 2017,0
507,"Fri, Sep 22, 2023 @ 5:25 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 5:26 AM
Lemay - 5:28 AM https://t.co/roMHdEQDC6",Fri Sep 22 16:52:50 +0000 2023,1
508,https://t.co/9LdTxs9swK,Wed Jul 19 22:57:17 +0000 2017,0
509,"Fri, Sep 22, 2023 @ 12:16 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 12:18 AM | Horsetooth - 12:21 AM
Drake - 12:24 AM | Prospect - 12:27 AM
Mulberry - 12:30 AM | College - 12:34 AM
N Lemay - 12:37 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/DQxwe7CG8s",Fri Sep 22 15:16:05 +0000 2023,1
510,https://t.co/ncgR37OXeg,Wed Jul 19 22:57:17 +0000 2017,0
511,"Thu, Sep 21, 2023 @ 10:23 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 10:24 PM | W 57th St: 10:34 PM
W 29th St: 10:39 PM | W 1st St: 10:48 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/DtUJuRx7W9",Fri Sep 22 15:16:06 +0000 2023,1
512,https://t.co/MmrlgCLAsY,Wed Jul 19 22:57:17 +0000 2017,0
513,"Thu, Sep 21, 2023 @ 8:05 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 8:06 PM | W 57th St: 8:16 PM
W 29th St: 8:21 PM | W 1st St: 8:30 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/wThV3iTvDP",Fri Sep 22 15:01:31 +0000 2023,1
514,https://t.co/xIQM5HKK8N,Wed Jul 19 22:57:17 +0000 2017,0
515,"Thu, Sep 21, 2023 @ 5:28 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 5:30 PM | Horsetooth - 5:33 PM
Drake - 5:36 PM | Prospect - 5:39 PM
Mulberry - 5:42 PM | College - 5:46 PM
N Lemay - 5:49 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/NNRh4htWtd",Fri Sep 22 15:01:33 +0000 2023,1
516,https://t.co/TrmD46QF8A,Wed Jul 19 22:57:17 +0000 2017,0
517,"Thu, Sep 21, 2023 @ 2:07 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 2:08 PM | W 57th St: 2:18 PM
W 29th St: 2:23 PM | W 1st St: 2:32 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/fiXzc4jPzd",Fri Sep 22 11:25:30 +0000 2023,1
518,https://t.co/FmbZ0nUPQd,Wed Jul 19 22:57:17 +0000 2017,0
519,"Thu, Sep 21, 2023 @ 2:07 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 2:08 PM | W 57th St: 2:18 PM
W 29th St: 2:23 PM | W 1st St: 2:32 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/fiXzc4jPzd",Wed Jul 19 22:57:17 +0000 2017,1
520,"Thu, Sep 21, 2023 @ 1:53 PM 
Southbound Train At College and Cherry
Estimated Arrivals:

Mountain: 1:55 PM | Mulberry: 1:58 PM
Laurel: 2:00 PM | Prospect: 2:02 PM
Drake: 2:04 PM | Horsetooth: 2:06 PM
Harmony: 2:08 PM https://t.co/nBzRG08djB",Thu Sep 21 20:07:52 +0000 2023,1
521,https://t.co/mYNJ9YpyMZ,Wed Jul 19 22:57:17 +0000 2017,0
522,"Thu, Sep 21, 2023 @ 11:00 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 11:01 AM
Lemay - 11:03 AM https://t.co/nxt2Q2ibh4",Thu Sep 21 19:53:24 +0000 2023,1
523,https://t.co/n4kDG3xm9q,Wed Jul 19 22:57:17 +0000 2017,0
524,"Thu, Sep 21, 2023 @ 10:46 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 10:48 AM | Horsetooth - 10:51 AM
Drake - 10:54 AM | Prospect - 10:57 AM
Mulberry - 11:00 AM | College - 11:04 AM
N Lemay - 11:07 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/f7s0VW1ljf",Thu Sep 21 19:53:25 +0000 2023,1
525,https://t.co/ly6Io3JT9L,Wed Jul 19 22:57:17 +0000 2017,0
526,"Wed, Sep 20, 2023 @ 11:05 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 11:06 PM
Lemay - 11:08 PM https://t.co/xoKFzhI4wI",Thu Sep 21 17:00:29 +0000 2023,1
527,https://t.co/W5XymrgeX3,Wed Jul 19 22:57:17 +0000 2017,0
528,"Wed, Sep 20, 2023 @ 10:51 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 10:53 PM | Horsetooth - 10:56 PM
Drake - 10:59 PM | Prospect - 11:02 PM
Mulberry - 11:05 PM | College - 11:09 PM
N Lemay - 11:12 PM

LIVE FEED: https://t.co/HCl5FXYY9H https://t.co/aoARWihcB1",Thu Sep 21 17:00:32 +0000 2023,1
529,https://t.co/e4sCi1BaTk,Wed Jul 19 22:57:17 +0000 2017,0
530,"Wed, Sep 20, 2023 @ 9:04 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 9:05 PM
Lemay - 9:07 PM https://t.co/EcTA7y3Jqu",Thu Sep 21 16:46:20 +0000 2023,1
531,https://t.co/QDhAQNKO2m,Wed Jul 19 22:57:17 +0000 2017,0
532,"Wed, Sep 20, 2023 @ 8:48 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 8:50 PM | Horsetooth - 8:53 PM
Drake - 8:56 PM | Prospect - 8:59 PM
Mulberry - 9:02 PM | College - 9:06 PM
N Lemay - 9:09 PM

LIVE FEED: https://t.co/HCl5FXYY9H https://t.co/ECW4g0gNix",Thu Sep 21 16:46:22 +0000 2023,1
533,https://t.co/VpulwdRdV8,Wed Jul 19 22:57:17 +0000 2017,0
534,"Wed, Sep 20, 2023 @ 7:04 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 7:05 PM
Lemay - 7:07 PM https://t.co/BialJvD3zi",Thu Sep 21 05:05:33 +0000 2023,1
535,https://t.co/7eLVeDZYyO,Wed Jul 19 22:57:17 +0000 2017,0
536,"Wed, Sep 20, 2023 @ 6:50 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 6:52 PM | Horsetooth - 6:55 PM
Drake - 6:58 PM | Prospect - 7:01 PM
Mulberry - 7:04 PM | College - 7:08 PM
N Lemay - 7:11 PM

LIVE FEED: https://t.co/HCl5FXYY9H https://t.co/1bhsZ8e7Jj",Thu Sep 21 05:05:35 +0000 2023,1
537,https://t.co/ELcyeCNsBN,Wed Jul 19 22:57:17 +0000 2017,0
538,"Wed, Sep 20, 2023 @ 2:44 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 2:45 PM
Lemay - 2:47 PM https://t.co/FpgYPFyeuL",Thu Sep 21 04:51:33 +0000 2023,1
539,https://t.co/BnH5k51jqt,Wed Jul 19 22:57:17 +0000 2017,0
540,"Wed, Sep 20, 2023 @ 2:44 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 2:45 PM
Lemay - 2:47 PM https://t.co/FpgYPFyeuL",Wed Jul 19 22:57:17 +0000 2017,1
541,"Wed, Sep 20, 2023 @ 1:56 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 1:58 PM | Horsetooth - 2:01 PM
Drake - 2:04 PM | Prospect - 2:07 PM
Mulberry - 2:10 PM | College - 2:14 PM
N Lemay - 2:17 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/kya2ddw8pg",Wed Sep 20 20:45:05 +0000 2023,1
542,https://t.co/t2sPg5JxUP,Wed Jul 19 22:57:17 +0000 2017,0
543,"Wed, Sep 20, 2023 @ 1:01 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 1:02 PM | W 57th St: 1:12 PM
W 29th St: 1:17 PM | W 1st St: 1:26 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/JTrG2KIdit",Wed Sep 20 19:56:12 +0000 2023,1
544,https://t.co/vzA9o2sy6x,Wed Jul 19 22:57:17 +0000 2017,0
545,"Wed, Sep 20, 2023 @ 12:47 PM 
Southbound Train At College and Cherry
Estimated Arrivals:

Mountain: 12:49 PM | Mulberry: 12:52 PM
Laurel: 12:54 PM | Prospect: 12:56 PM
Drake: 12:58 PM | Horsetooth: 1:00 PM
Harmony: 1:02 PM https://t.co/g0TyA3uR2m",Wed Sep 20 19:56:13 +0000 2023,1
546,https://t.co/glc5gKNT8X,Wed Jul 19 22:57:17 +0000 2017,0
547,"Wed, Sep 20, 2023 @ 12:11 PM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 12:12 PM
Lemay - 12:14 PM https://t.co/LKsOvWHPVG",Wed Sep 20 19:01:44 +0000 2023,1
548,https://t.co/9BTDjeATsy,Wed Jul 19 22:57:17 +0000 2017,0
549,"Wed, Sep 20, 2023 @ 11:51 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 11:53 AM | Horsetooth - 11:56 AM
Drake - 11:59 AM | Prospect - 12:02 PM
Mulberry - 12:05 PM | College - 12:09 PM
N Lemay - 12:12 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/kdJNUJxLFt",Wed Sep 20 19:01:45 +0000 2023,1
550,https://t.co/seYFTsvSvQ,Wed Jul 19 22:57:17 +0000 2017,0
551,"Wed, Sep 20, 2023 @ 5:55 AM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 5:56 AM | W 57th St: 6:06 AM
W 29th St: 6:11 AM | W 1st St: 6:20 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/2xloUvof70",Wed Sep 20 18:47:33 +0000 2023,1
552,https://t.co/lToScN1kV5,Wed Jul 19 22:57:17 +0000 2017,0
553,"Wed, Sep 20, 2023 @ 4:03 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 4:05 AM | Horsetooth - 4:08 AM
Drake - 4:11 AM | Prospect - 4:14 AM
Mulberry - 4:17 AM | College - 4:21 AM
N Lemay - 4:24 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/6PpjC7qpy5",Wed Sep 20 18:47:36 +0000 2023,1
554,https://t.co/QaTvIb93pT,Wed Jul 19 22:57:17 +0000 2017,0
555,"Tue, Sep 19, 2023 @ 10:11 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 10:13 PM | Horsetooth - 10:16 PM
Drake - 10:19 PM | Prospect - 10:22 PM
Mulberry - 10:25 PM | College - 10:29 PM
N Lemay - 10:32 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/edqusKNKUE",Wed Sep 20 18:11:46 +0000 2023,1
556,https://t.co/wsOTfAOVp4,Wed Jul 19 22:57:17 +0000 2017,0
557,"Mon, Sep 18, 2023 @ 7:44 PM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 7:46 PM | Horsetooth - 7:49 PM
Drake - 7:52 PM | Prospect - 7:55 PM
Mulberry - 7:58 PM | College - 8:02 PM
N Lemay - 8:05 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/OBJYHauIps",Wed Sep 20 18:11:48 +0000 2023,1
558,https://t.co/WB1SQLkQ7N,Wed Jul 19 22:57:17 +0000 2017,0
559,"Mon, Sep 18, 2023 @ 2:28 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 2:29 PM | W 57th St: 2:39 PM
W 29th St: 2:44 PM | W 1st St: 2:53 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/PnQl7QOSNT",Wed Sep 20 17:52:00 +0000 2023,1
560,https://t.co/1Qay1SWby5,Wed Jul 19 22:57:17 +0000 2017,0
561,"Mon, Sep 18, 2023 @ 2:28 PM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 2:29 PM | W 57th St: 2:39 PM
W 29th St: 2:44 PM | W 1st St: 2:53 PM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/PnQl7QOSNT",Wed Jul 19 22:57:17 +0000 2017,1
562,"Mon, Sep 18, 2023 @ 11:12 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 11:14 AM | Horsetooth - 11:17 AM
Drake - 11:20 AM | Prospect - 11:23 AM
Mulberry - 11:26 AM | College - 11:30 AM
N Lemay - 11:33 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/eZ6kTQAAIH",Mon Sep 18 20:28:41 +0000 2023,1
563,https://t.co/eO9u6D5GSx,Wed Jul 19 22:57:17 +0000 2017,0
564,"Mon, Sep 18, 2023 @ 8:54 AM 
Southbound Train Between Harmony and Trilby
Estimated Arrivals:

Trilby: 8:55 AM | W 57th St: 9:05 AM
W 29th St: 9:10 AM | W 1st St: 9:19 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/BBA9Zf7Ftl",Mon Sep 18 17:12:18 +0000 2023,1
565,https://t.co/YI2xuasOfA,Wed Jul 19 22:57:17 +0000 2017,0
566,"Mon, Sep 18, 2023 @ 5:52 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 5:53 AM
Lemay - 5:55 AM https://t.co/hb8WanaqnU",Mon Sep 18 17:12:19 +0000 2023,1
567,https://t.co/kcGrgvWWN9,Wed Jul 19 22:57:17 +0000 2017,0
568,"Mon, Sep 18, 2023 @ 3:07 AM 
Northbound Train At College and Cherry St
Estimated Arrivals:

Linden - 3:08 AM
Lemay - 3:10 AM https://t.co/vjFrmtPzL2",Mon Sep 18 14:54:40 +0000 2023,1
569,https://t.co/5EiNJ0zwpS,Wed Jul 19 22:57:17 +0000 2017,0
570,"Mon, Sep 18, 2023 @ 2:53 AM 
Northbound Train Between Harmony and Trilby
Estimated Arrivals:

Harmony - 2:55 AM | Horsetooth - 2:58 AM
Drake - 3:01 AM | Prospect - 3:04 AM
Mulberry - 3:07 AM | College - 3:11 AM
N Lemay - 3:14 AM

LIVE FEED: https://t.co/HCl5FXYqk9 https://t.co/QqUavgt8U0",Mon Sep 18 14:54:41 +0000 2023,1
571,https://t.co/GnlRUbNJJR,Wed Jul 19 22:57:17 +0000 2017,0
